"","RivalsRank","School","Total","5-Star","4-Star","3-Star","AvgStar","Points","Year"
"1169","70","Cincinnati",20,0,0,12,2.6,1065,2013
"1170","70","East Carolina",26,0,0,4,2.15,211,2007
"1171","70","Illinois",21,0,1,11,2.62,367,2010
"1172","70","Illinois",24,0,1,5,2.29,980,2004
"1173","70","Southern Methodist",22,0,0,7,2.32,1065,2013
"1174","70","Southern Miss",27,0,1,12,2.52,407,2012
"1175","70","Troy",32,0,1,1,2.09,158,2005
"1176","70","Vanderbilt",21,0,0,15,2.71,285,2011
"1177","71","Colorado State",23,0,0,8,2.35,900,2003
"1178","71","Connecticut",22,0,0,3,2.14,194,2008
"1179","71","Marshall",27,0,1,8,2.37,315,2010
"1180","71","Memphis",26,0,0,11,2.42,341,2012
"1181","71","Ohio",21,0,0,3,1.95,170,2006
"1182","71","Purdue",27,0,3,13,2.7,962,2004
"1183","71","UCF",25,0,0,4,2.16,154,2005
"1184","71","Utah",25,0,0,8,2.32,202,2007
"1185","71","Vanderbilt",18,0,0,13,2.72,251,2009
"1186","71","Wyoming",24,0,0,8,2.33,279,2011
"1187","72","Boise State",21,0,0,11,2.52,238,2009
"1188","72","Duke",20,0,0,10,2.5,314,2010
"1189","72","East Carolina",28,0,0,5,2.18,955,2004
"1190","72","Hawaii",23,0,0,7,2.3,190,2008
"1191","72","Indiana",24,0,0,3,2.13,143,2005
"1192","72","Louisiana-Lafayette",24,0,0,3,2.13,143,2005
"1193","72","Memphis",22,0,1,5,2.32,895,2003
"1194","72","Minnesota",27,0,0,19,2.7,333,2012
"1195","72","Nevada",23,0,1,1,2.09,765,2002
"1196","72","New Mexico",25,0,0,3,2.12,143,2005
"1197","72","Troy",32,0,1,5,2.22,201,2007
"1198","72","UCF",21,0,0,6,2.29,159,2006
"1199","72","Washington State",27,0,1,12,2.52,274,2011
"1200","73","Auburn",27,0,4,10,2.67,954,2004
"1201","73","East Carolina",19,0,0,11,2.58,324,2012
"1202","73","Hawaii",19,0,0,8,2.42,197,2007
"1203","73","Houston",22,0,0,16,2.73,262,2011
"1204","73","Iowa State",23,0,1,10,2.52,236,2009
"1205","73","Kent State",30,0,0,0,2,880,2003
"1206","73","Memphis",17,0,0,2,2.12,155,2006
"1207","73","Northwestern",20,0,0,6,2.3,178,2008
"1208","73","San Diego State",27,0,1,15,2.63,310,2010
"1209","73","San Jose State",28,0,0,2,2.07,880,2003
"1210","73","Southern Miss",25,0,0,7,2.29,1035,2013
"1211","73","Syracuse",19,0,0,11,2.58,1035,2013
"1212","73","Tulsa",21,0,0,5,2.24,760,2002
"1213","73","Tulsa",21,0,1,5,2.33,1035,2013
"1214","73","UCF",18,0,0,11,2.61,1035,2013
"1215","73","UNLV",26,0,1,2,2.15,155,2006
"1216","74","Boise State",25,0,0,0,2,755,2002
"1217","74","Colorado",19,0,0,13,2.68,256,2011
"1218","74","Colorado",20,0,1,8,2.5,945,2004
"1219","74","Fresno State",26,0,0,7,2.27,190,2007
"1220","74","Kansas",20,0,0,15,2.75,285,2012
"1221","74","Louisiana Tech",19,0,0,3,1.95,172,2008
"1222","74","Pittsburgh",25,0,1,6,2.08,945,2004
"1223","74","Purdue",20,0,1,8,2.5,226,2009
"1224","74","Tulsa",25,0,0,17,2.68,309,2010
"1225","74","UNLV",23,0,1,1,2.04,755,2002
"1226","74","Vanderbilt",22,0,0,3,2.14,755,2002
"1227","75","Akron",26,0,0,7,2.19,180,2007
"1228","75","Connecticut",21,0,1,3,2.24,215,2009
"1229","75","Fresno State",19,0,0,3,2.16,137,2005
"1230","75","Nevada",25,0,1,1,2.12,855,2003
"1231","75","Syracuse",26,0,0,12,2.46,250,2011
"1232","75","Temple",25,0,0,7,2.28,299,2010
"1233","75","Tulsa",26,0,1,5,2.19,169,2008
"1234","75","Wake Forest",15,0,0,6,2.4,152,2006
"1235","75","Western Kentucky",13,0,0,7,2.54,259,2012
"1236","76","Arkansas",30,0,3,14,2.67,938,2004
"1237","76","Baylor",23,0,0,6,2.22,850,2003
"1238","76","Duke",20,0,0,11,2.55,238,2011
"1239","76","Kent State",22,0,1,2,2.18,163,2008
"1240","76","Louisiana Tech",26,0,0,9,2.35,214,2009
"1241","76","Louisville",26,0,1,8,2.31,214,2009
"1242","76","Miami (OH)",23,0,0,4,2.17,154,2007
"1243","76","Middle Tennessee",25,0,0,2,2.08,131,2005
"1244","76","Southern Methodist",26,0,0,16,2.62,297,2010
"1245","76","Temple",29,0,0,5,2.17,228,2012
"1246","76","Troy",25,0,1,1,2.12,150,2006
"1247","76","Utah",25,0,1,4,2.24,938,2004
"1248","77","Arkansas State",27,0,0,3,2.04,143,2007
"1249","77","Ball State",23,0,0,3,2.13,143,2006
"1250","77","Connecticut",23,0,0,9,2.39,214,2012
"1251","77","Louisiana-Lafayette",23,0,0,7,2.32,975,2013
"1252","77","Louisiana Tech",29,0,0,3,2.03,143,2006
"1253","77","New Mexico",25,0,0,3,2.08,835,2003
"1254","77","Northwestern",17,0,0,16,2.94,281,2010
"1255","77","San Diego State",21,0,0,4,2.19,154,2008
"1256","77","San Diego State",23,0,0,8,2.35,975,2013
"1257","77","Toledo",27,0,0,9,2.33,214,2012
"1258","77","Utah",21,0,0,4,2.19,735,2002
"1259","77","Utah State",25,0,0,8,2.32,191,2011
"1260","77","Wake Forest",20,0,1,4,2.1,735,2002
"1261","77","Wyoming",19,0,0,2,2.11,125,2005
"1262","78","California",18,0,6,6,3,935,2004
"1263","78","Duke",21,0,0,4,2.19,138,2007
"1264","78","Hawaii",27,0,0,9,2.26,190,2011
"1265","78","Indiana",20,0,0,5,2.15,152,2008
"1266","78","Marshall",19,0,0,1,2.05,113,2005
"1267","78","Northern Illinois",22,0,0,7,2.32,190,2011
"1268","78","Rice",24,0,0,3,2.13,205,2009
"1269","78","Syracuse",29,0,1,11,2.38,277,2010
"1270","78","Vanderbilt",22,0,1,3,2.23,820,2003
"1271","79","Ball State",26,0,0,2,2,131,2007
"1272","79","Bowling Green",23,0,0,4,2.17,810,2003
"1273","79","Connecticut",26,0,0,7,2.27,95,2005
"1274","79","East Carolina",21,0,0,11,2.52,251,2010
"1275","79","FIU",23,0,1,5,2.22,191,2009
"1276","79","Georgia Tech",24,0,1,3,2.21,932,2004
"1277","79","Louisiana Tech",21,0,0,7,2.35,960,2013
"1278","79","Nevada",22,0,0,3,2.14,143,2008
"1279","79","Ohio",19,0,0,8,2.42,197,2012
"1280","79","Rice",24,0,0,3,2.13,810,2003
"1281","79","San Jose State",15,0,4,1,2.6,730,2002
"1282","79","Southern Miss",23,0,0,7,2.3,95,2005
"1283","79","Southern Miss",24,0,0,3,2.13,810,2003
"1284","79","TCU",17,0,2,3,2.41,730,2002
"1285","79","Temple",27,0,0,3,1.89,135,2006
"1286","8","Auburn",23,2,9,12,3.57,2384,2013
"1287","8","Clemson",29,4,6,15,3.34,2173,2011
"1288","8","Miami (FL)",24,2,15,6,3.75,2228,2002
"1289","8","Michigan",22,1,12,8,3.59,2116,2004
"1290","8","Michigan",22,1,13,6,3.59,2124,2009
"1291","8","Notre Dame",18,1,12,4,3.72,1932,2007
"1292","8","Notre Dame",28,2,10,15,3.46,2189,2006
"1293","8","South Carolina",29,1,4,18,3,1831,2003
"1294","8","Texas A&M",26,1,9,11,3.23,1839,2005
"1295","8","UCLA",23,1,12,10,3.61,2105,2010
"1296","8","UCLA",24,0,17,6,3.67,2384,2013
"1297","8","USC",15,3,10,2,4.07,2040,2012
"1298","8","USC",19,2,13,4,3.89,2312,2008
"1299","80","Akron",22,0,0,4,2.18,138,2008
"1300","80","Buffalo",15,0,0,2,2.13,124,2006
"1301","80","New Mexico",17,0,1,5,2.41,243,2010
"1302","80","Southern Methodist",26,0,1,7,2.35,190,2009
"1303","80","TCU",24,0,1,11,2.54,124,2007
"1304","80","Tulane",16,0,1,6,2.5,181,2012
"1305","80","Tulane",22,0,0,6,2.27,945,2013
"1306","80","Tulsa",26,0,0,5,2.19,925,2004
"1307","80","UNLV",23,0,0,6,2.26,178,2011
"1308","81","Boston College",20,1,1,11,2.8,921,2004
"1309","81","Buffalo",24,0,0,0,2,725,2002
"1310","81","East Carolina",21,0,0,3,2.14,135,2008
"1311","81","FIU",18,0,0,2,2.11,120,2007
"1312","81","Indiana",21,0,0,3,2.1,725,2002
"1313","81","Kent State",21,0,0,5,2.14,214,2010
"1314","81","Miami (OH)",26,0,0,6,2.23,178,2012
"1315","81","New Mexico",17,0,0,7,2.41,154,2011
"1316","81","Northwestern",17,0,0,4,2.24,123,2006
"1317","81","Southern Methodist",26,0,0,6,2.23,90,2005
"1318","81","Texas State",22,0,0,8,2.36,930,2013
"1319","81","UNLV",22,0,0,8,2.36,179,2009
"1320","81","Western Michigan",23,0,0,1,2.04,725,2002
"1321","81","Wyoming",22,0,1,0,2.09,725,2002
"1322","82","Boise State",10,0,1,6,2.8,203,2010
"1323","82","Colorado State",24,0,0,7,2.29,915,2013
"1324","82","Fresno State",17,0,1,3,2.29,167,2009
"1325","82","Kent State",18,0,0,1,2.06,153,2011
"1326","82","Nevada",23,0,0,7,2.3,169,2012
"1327","82","New Mexico State",21,0,0,2,2.1,117,2007
"1328","82","Rice",18,0,0,1,2.06,108,2006
"1329","82","Rutgers",23,0,1,6,2.26,920,2004
"1330","82","Temple",26,0,0,2,2.08,131,2008
"1331","82","Troy",25,0,0,2,2.08,805,2003
"1332","82","UNLV",29,0,0,5,2.17,85,2005
"1333","83","Akron",23,0,0,4,2.17,80,2005
"1334","83","Bowling Green",23,0,0,3,2.13,900,2013
"1335","83","Brigham Young",23,0,1,10,2.52,119,2008
"1336","83","Colorado State",27,0,0,4,2.15,915,2004
"1337","83","Connecticut",20,0,0,9,2.45,202,2010
"1338","83","Fresno State",20,0,0,7,2.35,95,2006
"1339","83","Hawaii",22,0,0,4,2.18,790,2003
"1340","83","Louisiana Tech",25,0,0,17,2.68,145,2011
"1341","83","Minnesota",24,0,0,6,2.25,915,2004
"1342","83","New Mexico",20,0,0,4,2.2,154,2009
"1343","83","New Mexico",24,0,0,5,2.21,166,2012
"1344","83","North Texas",24,0,0,2,2.08,790,2003
"1345","83","Northern Illinois",24,0,0,4,2.17,80,2005
"1346","83","Northern Illinois",25,0,0,8,2.32,202,2010
"1347","83","Ohio",21,0,0,4,2.19,154,2009
"1348","83","UTEP",27,0,0,8,2.3,202,2010
"1349","83","Western Michigan",23,0,0,1,2.04,113,2007
"1350","83","Wyoming",25,0,0,4,2.16,154,2009
"1351","84","FIU",29,0,0,19,2.66,155,2012
"1352","84","Fresno State",17,0,0,4,2.24,138,2011
"1353","84","Georgia Tech",14,0,0,10,2.71,885,2013
"1354","84","Indiana",21,0,0,5,2.24,85,2006
"1355","84","Miami (OH)",18,0,0,1,2.06,108,2008
"1356","84","Nevada",20,0,0,2,2,112,2007
"1357","84","Temple",21,0,0,7,2.33,885,2013
"1358","85","Connecticut",22,0,0,4,2.18,80,2006
"1359","85","East Carolina",22,0,0,2,2,705,2002
"1360","85","Eastern Michigan",25,0,0,1,2.04,107,2007
"1361","85","Eastern Michigan",25,0,0,1,2.04,107,2008
"1362","85","Hawaii",18,0,0,6,2.33,149,2012
"1363","85","Hawaii",19,0,0,4,2.21,77,2005
"1364","85","Memphis",24,0,1,3,2.21,905,2004
"1365","85","Southern Miss",25,0,0,15,2.6,135,2011
"1366","85","Temple",30,0,0,1,2.03,905,2004
"1367","85","Tulane",22,0,0,4,2.18,780,2003
"1368","86","Akron",23,0,0,0,2,700,2002
"1369","86","Florida Atlantic",22,0,0,3,2.14,870,2013
"1370","86","Louisiana-Monroe",23,0,0,0,2,700,2002
"1371","86","Navy",18,0,0,4,2.22,144,2012
"1372","86","New Mexico State",21,0,0,8,2.38,179,2010
"1373","86","North Carolina State",20,0,1,13,2.75,134,2011
"1374","86","North Texas",27,0,0,8,2.3,100,2008
"1375","86","Ohio",23,0,0,0,1.91,96,2007
"1376","86","San Diego State",18,0,0,5,2.28,79,2006
"1377","86","Toledo",20,0,1,1,2.15,150,2009
"1378","86","Tulsa",22,0,1,2,2.18,775,2003
"1379","86","Utah State",23,0,0,3,2.13,775,2003
"1380","86","UTEP",30,0,0,3,2.1,75,2005
"1381","87","Arkansas State",22,0,0,2,2.09,70,2005
"1382","87","Boston College",15,0,0,8,2.53,855,2013
"1383","87","Central Michigan",21,0,0,4,2.19,855,2013
"1384","87","Colorado State",23,0,0,3,2.13,75,2006
"1385","87","Houston",26,0,0,2,2.08,70,2005
"1386","87","Indiana",26,0,0,5,2.12,900,2004
"1387","87","Iowa State",21,0,0,16,2.76,140,2012
"1388","87","Kent State",24,0,0,2,2.08,70,2005
"1389","87","Memphis",31,0,0,2,2.06,70,2005
"1390","87","Mississippi State",23,0,1,4,2.26,900,2004
"1391","87","Nevada",28,0,0,3,1.96,75,2006
"1392","87","Northwestern",17,0,0,15,2.88,126,2011
"1393","87","San Jose State",18,0,1,2,2.11,146,2009
"1394","87","Toledo",23,0,0,2,2.09,70,2005
"1395","87","Toledo",23,0,0,3,2.13,75,2006
"1396","87","UNLV",22,0,0,7,2.32,95,2007
"1397","87","UTEP",29,0,0,3,2.1,75,2006
"1398","87","Vanderbilt",24,0,0,2,2.08,70,2005
"1399","87","Washington State",27,0,0,6,2.15,90,2008
"1400","87","Western Michigan",25,0,0,2,2.08,70,2005
"1401","87","Wisconsin",24,0,0,21,2.88,160,2010
"1402","88","Akron",24,0,1,4,2.25,159,2010
"1403","88","Central Michigan",16,0,0,1,1.94,92,2007
"1404","88","Connecticut",20,0,0,5,2.25,770,2003
"1405","88","Eastern Michigan",23,0,0,0,1.83,650,2002
"1406","88","Memphis",19,0,0,6,2.32,87,2008
"1407","88","Miami (OH)",25,0,0,3,2.12,143,2009
"1408","88","New Mexico",18,0,0,4,2.22,650,2002
"1409","88","Rice",19,0,0,13,2.68,122,2011
"1410","88","Toledo",22,0,0,3,2.14,770,2003
"1411","88","Tulsa",20,0,0,14,2.7,130,2012
"1412","89","Boise State",19,0,0,5,2.26,82,2008
"1413","89","Cincinnati",23,0,0,6,2.26,90,2007
"1414","89","Florida Atlantic",26,0,0,2,2.08,131,2009
"1415","89","Houston",28,0,0,6,2.14,90,2007
"1416","89","Louisiana Tech",22,0,0,6,2.27,90,2007
"1417","89","Memphis",29,0,0,6,2.21,840,2013
"1418","89","Southern Methodist",22,0,0,13,2.59,125,2012
"1419","89","TCU",21,0,1,6,2.38,893,2004
"1420","89","Temple",30,0,0,6,2.13,90,2007
"1421","89","Tulsa",23,0,0,12,2.52,120,2011
"1422","89","UTEP",23,0,0,6,2.26,90,2007
"1423","89","Wake Forest",20,0,0,6,2.3,90,2007
"1424","89","Washington State",28,0,4,9,2.61,893,2004
"1425","89","Western Kentucky",18,0,0,5,2.28,139,2010
"1426","89","Western Michigan",26,0,0,2,2,131,2009
"1427","89","Wyoming",21,0,0,6,2.29,90,2007
"1428","9","California",24,1,9,12,3.38,1816,2005
"1429","9","Florida State",30,2,13,8,3.33,2251,2008
"1430","9","Georgia",21,1,11,8,3.57,2074,2004
"1431","9","Georgia",23,0,12,10,3.48,1895,2007
"1432","9","Miami (FL)",33,2,8,23,3.36,1975,2012
"1433","9","Mississippi State",28,2,3,18,3.07,1799,2003
"1434","9","North Carolina",29,1,13,10,3.34,2084,2009
"1435","9","Oklahoma",28,1,13,14,3.54,2180,2006
"1436","9","Oregon",23,2,9,12,3.57,2048,2011
"1437","9","Tennessee",25,1,12,9,3.44,2048,2010
"1438","9","UCLA",26,2,12,11,3.58,2213,2002
"1439","90","Colorado State",25,0,0,4,2.16,80,2008
"1440","90","FIU",24,0,0,4,2.17,80,2008
"1441","90","New Mexico",22,0,0,4,2.18,80,2008
"1442","90","Ohio",20,0,0,4,2.2,80,2008
"1443","90","Rice",18,0,0,4,2.22,825,2013
"1444","90","South Florida",20,0,0,1,2.05,645,2002
"1445","90","Southern Methodist",28,0,0,4,2.14,80,2008
"1446","90","UCF",17,0,0,13,2.76,116,2012
"1447","90","Utah",19,0,0,7,2.37,760,2003
"1448","90","Vanderbilt",21,0,0,4,2.19,80,2008
"1449","90","Washington State",26,0,0,14,2.46,130,2010
"1450","90","Western Kentucky",26,0,0,11,2.42,115,2011
"1451","90","Western Kentucky",32,0,0,3,2.09,825,2013
"1452","91","Arkansas State",21,0,0,1,2.05,65,2006
"1453","91","Bowling Green",25,0,0,1,1.96,65,2006
"1454","91","FIU",24,0,0,10,2.42,110,2011
"1455","91","Houston",25,0,0,1,2.04,65,2006
"1456","91","Idaho",20,0,0,1,2.05,65,2006
"1457","91","Louisiana-Lafayette",21,0,0,1,2.05,65,2006
"1458","91","Louisiana-Monroe",25,0,0,0,2,755,2003
"1459","91","Miami (OH)",22,0,0,1,2.05,65,2006
"1460","91","New Mexico",26,0,0,1,2.04,65,2006
"1461","91","Northern Illinois",20,0,0,0,2,610,2002
"1462","91","Northern Illinois",26,0,0,3,1.96,128,2009
"1463","91","Notre Dame",16,0,2,8,2.75,885,2004
"1464","91","Rice",24,0,0,11,2.46,115,2012
"1465","91","San Jose State",28,0,0,1,2.04,65,2006
"1466","91","Texas State",24,0,0,11,2.46,115,2012
"1467","91","Tulane",24,0,0,1,2.04,65,2006
"1468","91","Tulane",25,0,0,4,2.16,885,2004
"1469","91","Tulsa",23,0,0,1,1.96,65,2006
"1470","91","UAB",27,0,0,12,2.37,120,2010
"1471","91","UAB",27,0,1,0,1.26,610,2002
"1472","91","Utah State",22,0,0,1,1.95,65,2006
"1473","91","Wyoming",22,0,0,1,1.95,65,2006
"1474","92","Cincinnati",24,0,0,1,2.04,750,2003
"1475","92","East Carolina",24,0,0,6,2.25,810,2013
"1476","92","Hawaii",24,0,0,4,2.17,810,2013
"1477","92","Hawaii",31,0,0,12,2.39,120,2009
"1478","92","Indiana",25,0,0,11,2.44,115,2010
"1479","92","Kansas State",25,0,0,12,2.48,120,2009
"1480","92","Navy",27,0,0,2,2.08,810,2013
"1481","92","Nevada",22,0,0,5,2.23,810,2013
"1482","92","UAB",25,0,0,9,2.36,105,2011
"1483","92","Washington State",22,0,0,12,2.55,120,2009
"1484","93","Florida Atlantic",26,0,0,10,2.38,110,2012
"1485","93","Louisiana Tech",29,0,0,1,2.03,880,2004
"1486","93","Middle Tennessee",20,0,0,8,2.4,100,2011
"1487","93","Penn State",11,0,4,6,3.27,744,2003
"1488","93","Purdue",15,0,0,11,2.73,100,2011
"1489","93","Troy",34,0,0,10,2.29,110,2010
"1490","93","Utah State",19,0,0,0,2,575,2002
"1491","94","Central Michigan",25,0,0,1,2.04,65,2005
"1492","94","Cincinnati",24,0,0,1,2.04,65,2005
"1493","94","FIU",19,0,0,10,2.53,107,2010
"1494","94","Kentucky",16,0,1,1,2.19,555,2002
"1495","94","Louisiana Tech",19,0,0,5,2.26,735,2003
"1496","94","Louisiana Tech",24,0,0,1,2.04,65,2005
"1497","94","Nevada",22,0,0,1,2.05,65,2005
"1498","94","North Texas",24,0,0,1,2.04,65,2005
"1499","94","Northern Illinois",30,0,0,8,2.27,100,2012
"1500","94","Oregon State",28,0,2,15,2.68,879,2004
"1501","94","Rice",22,0,0,1,2.05,65,2005
"1502","94","Temple",29,0,0,1,2.03,65,2005
"1503","95","Air Force",43,0,0,7,2.16,95,2011
"1504","95","Arkansas State",21,0,0,1,2.05,119,2009
"1505","95","Arkansas State",23,0,0,7,2.3,95,2011
"1506","95","Bowling Green",24,0,0,7,2.29,95,2011
"1507","95","Buffalo",24,0,0,0,2,725,2003
"1508","95","Central Michigan",18,0,0,0,2,550,2002
"1509","95","Idaho",24,0,0,9,2.38,105,2010
"1510","95","Louisiana-Lafayette",25,0,0,7,2.28,95,2012
"1511","95","Louisiana-Lafayette",28,0,0,7,2.25,95,2011
"1512","95","Middle Tennessee",20,0,0,9,2.45,105,2010
"1513","95","Nebraska",18,0,2,11,2.83,866,2004
"1514","95","Nevada",28,0,0,9,2.32,105,2010
"1515","95","San Diego State",12,0,3,3,2.75,550,2002
"1516","96","Arkansas State",28,0,0,1,2.04,865,2004
"1517","96","Kansas",21,0,0,7,2.33,865,2004
"1518","96","Louisiana-Monroe",21,0,0,3,2.14,75,2008
"1519","96","Louisiana Tech",17,0,0,8,2.47,91,2012
"1520","96","Memphis",23,0,0,5,2.22,85,2007
"1521","96","Middle Tennessee",25,0,0,6,2.24,795,2013
"1522","96","TCU",16,0,0,6,2.25,75,2008
"1523","96","Troy",23,0,0,3,2.13,795,2013
"1524","96","Tulane",25,0,0,8,2.32,100,2009
"1525","96","UAB",22,0,0,2,2.1,795,2013
"1526","96","UTEP",26,0,0,3,2.12,75,2008
"1527","96","Washington State",16,0,1,7,2.56,715,2003
"1528","96","Wyoming",22,0,0,3,2.14,75,2008
"1529","97","Akron",22,0,0,1,2.05,695,2003
"1530","97","Central Michigan",30,0,0,7,2.23,95,2009
"1531","97","East Carolina",22,0,0,7,2.32,95,2009
"1532","97","Indiana",20,0,0,5,2.15,82,2007
"1533","97","Marshall",24,0,0,7,2.29,95,2009
"1534","97","San Diego State",20,0,0,6,2.3,90,2012
"1535","97","Temple",19,0,0,1,1.84,540,2002
"1536","97","UTEP",21,0,0,7,2.33,95,2009
"1537","98","Fresno State",19,0,0,4,2.21,685,2003
"1538","98","New Mexico State",17,0,0,7,2.41,86,2012
"1539","98","North Texas",22,0,0,8,2.36,100,2010
"1540","98","Southern Methodist",23,0,0,4,2.17,80,2007
"1541","98","Tulane",24,0,0,1,1.13,480,2002
"1542","98","Tulsa",31,0,0,4,1.87,80,2007
"1543","98","Utah State",24,0,1,2,2.17,860,2004
"1544","99","Boise State",27,0,0,2,2.07,855,2004
"1545","99","Bowling Green",22,0,0,1,1,415,2002
"1546","99","Central Michigan",23,0,0,5,2.22,85,2012
"1547","99","Connecticut",28,0,0,1,2.04,855,2004
"1548","99","Eastern Michigan",24,0,0,5,2.21,85,2012
"1549","99","Idaho",22,0,0,0,2,670,2003
"1550","99","Kent State",25,0,0,5,2.2,85,2012
"1551","99","Louisiana Tech",17,0,0,9,2.53,96,2010
"1552","99","New Mexico",25,0,0,6,2.26,765,2013
"1553","99","North Texas",22,0,0,5,2.23,85,2012
"1554","99","Ohio",24,0,0,6,2.25,90,2011
"1555","99","San Jose State",20,0,0,5,2.25,85,2012
"1556","99","San Jose State",23,0,0,6,2.26,90,2011
"1557","99","Troy",23,0,0,5,2.22,85,2012
"1558","99","UTEP",22,0,0,5,2.23,85,2012
